id,title,keywords,n_keywords,keywords_clean,is_kid_friendly
96b338b6-4172-4e9e-982a-f1cfdce2c39d,874: Under One Roof,"['Mormonism', 'coffee', 'childhood', 'family secrets', 'immigration', 'deportation', 'undocumented immigrants', 'fear', 'tension', 'Trump administration', 'relationships', 'communication', 'love', 'marriage', 'podcasting', 'storytelling', 'motherly love', 'challenges faced by mothers']",18,"['mormonism', 'coffee', 'childhood', 'family secrets', 'immigration', 'deportation', 'undocumented immigrants', 'fear', 'tension', 'trump administration', 'relationships', 'communication', 'love', 'marriage', 'podcasting', 'storytelling', 'motherly love', 'challenges faced by mothers']",0
a6adb583-744e-49c5-9379-f92c900e3ca9,875: I Hate Mysteries,"['Mount Shasta', 'California', 'fence line', 'work', 'job search', 'adventure', 'excavation', 'rocks', 'illegal activity', 'hazardous conditions', 'heavy lifting', 'stand-up comedy', ""stranger's car"", 'impromptu performance', 'ICE', 'immigration enforcement', 'neighborhood impact']",17,"['mount shasta', 'california', 'fence line', 'work', 'job search', 'adventure', 'excavation', 'rocks', 'illegal activity', 'hazardous conditions', 'heavy lifting', 'stand-up comedy', ""stranger's car"", 'impromptu performance', 'ice', 'immigration enforcement', 'neighborhood impact']",0
b2385380-b8d0-4325-b36f-35cf8dd62dc1,American Originals Holiday Special w/ Mike Rowe,"['handmade', 'American-made', 'candle tit', 'prodigal pottery', 'custom doll', 'inner struggles', 'fears', 'brain tumor', 'pregnancy', 'self-love', 'good humor', 'hot sauce', 'baseball', 'gloves', 'chukar cherries', 'Washington state', 'chuck chasers', ""King's Home"", 'jigsaw puzzles', 'ornaments', 'ceramics']",21,"['handmade', 'american-made', 'candle tit', 'prodigal pottery', 'custom doll', 'inner struggles', 'fears', 'brain tumor', 'pregnancy', 'self-love', 'good humor', 'hot sauce', 'baseball', 'gloves', 'chukar cherries', 'washington state', 'chuck chasers', ""king's home"", 'jigsaw puzzles', 'ornaments', 'ceramics']",0
19567a25-518e-4fa5-b7e3-4bbb3d407805,"""Benedict Cumberbatch""","['Benedict Cumberbatch', 'family', 'children', 'interviewer', 'career choices', 'lawyer', 'challenges', 'advice', 'Arrested Development', 'Jason Bateman', 'Heartbeat', 'acting experiences', 'nervousness', 'performance capture', 'Peter Grinham', 'surfing', 'Tijuana', 'horse bay', 'shoulder injury', 'film production', 'grief', 'loss']",22,"['benedict cumberbatch', 'family', 'children', 'interviewer', 'career choices', 'lawyer', 'challenges', 'advice', 'arrested development', 'jason bateman', 'heartbeat', 'acting experiences', 'nervousness', 'performance capture', 'peter grinham', 'surfing', 'tijuana', 'horse bay', 'shoulder injury', 'film production', 'grief', 'loss']",0
dd8c4ffc-2ccb-4d03-801e-8314305f3d40,"Chiefs Wild Comeback, Fixing the Birds Offense, Jameis the GOAT and Thanksgiving Fast Chaos | EP 166","['NFL', 'Chiefs', 'Colts', 'Kareem Hunt', 'Fumble', 'Fourth Quarter Turnaround', 'Gillette Labs', 'Exfinity Wi-Fi', 'Eagles', 'Cowboys', 'New Heights', 'Thanksgiving', 'Holiday Movies', 'Film Club', 'Grinch Holiday Day Podcast']",15,"['nfl', 'chiefs', 'colts', 'kareem hunt', 'fumble', 'fourth quarter turnaround', 'gillette labs', 'exfinity wi-fi', 'eagles', 'cowboys', 'new heights', 'thanksgiving', 'holiday movies', 'film club', 'grinch holiday day podcast']",1
031cbffb-f798-4150-b9ac-7e9bde9e4066,"""Claire Danes""","['self-care', 'Claire Danes', 'motherhood', 'celebrity interviews', 'acting', 'television', 'show business', 'career experiences', 'Salem Witch Trials', 'Romeo and Juliet', 'Jason Schwartzman', 'directing', 'therapy', 'Charisma', 'Magnetism', 'Public Speaking', 'Interviews', 'Career', 'Personal Life', 'Homeland', '24', 'My So-Called Life', 'Afghanistan', 'Entertainment/Pop Culture']",24,"['self-care', 'claire danes', 'motherhood', 'celebrity interviews', 'acting', 'television', 'show business', 'career experiences', 'salem witch trials', 'romeo and juliet', 'jason schwartzman', 'directing', 'therapy', 'charisma', 'magnetism', 'public speaking', 'interviews', 'career', 'personal life', 'homeland', 'my so-called life', 'afghanistan', 'entertainment/pop culture']",0
0d504e86-e7da-4c36-8904-216a0b9e2609,Dad Accused Of SA'ing Daughter Is ONLY Witness To Son's Sudden Death BUT Mom Gets Arrested Instead,"['divorce', 'alimony', 'child support', 'Aaron Solomon', 'Angie Solomon', 'Grant Solomon', 'domestic dispute', 'death', 'false reporting of domestic violence', 'sex trafficking', 'child abuse', 'cover-up', 'sexual abuse', 'childhood trauma', 'conflicting views', 'local forums', 'authority figures', 'social media', 'online discourse', 'defamation lawsuit']",20,"['divorce', 'alimony', 'child support', 'aaron solomon', 'angie solomon', 'grant solomon', 'domestic dispute', 'death', 'false reporting of domestic violence', 'sex trafficking', 'child abuse', 'cover-up', 'sexual abuse', 'childhood trauma', 'conflicting views', 'local forums', 'authority figures', 'social media', 'online discourse', 'defamation lawsuit']",0
95341e2c-a3dd-4934-9028-85702a257e48,Dancing with the Stars: Whitney & Mark's Final Dance,"['Dancing with the Stars', 'backlash', 'fans', 'contestant', 'experience', 'celebrity relationships', 'dance experience', 'competition', ""judges' comments"", 'online negativity', 'mental health', 'entertainment industry']",12,"['dancing with the stars', 'backlash', 'fans', 'contestant', 'experience', 'celebrity relationships', 'dance experience', 'competition', ""judges' comments"", 'online negativity', 'mental health', 'entertainment industry']",0
e87f97d5-6467-4c95-9c04-3d4406f7e85e,Epstein Survivor’s Memoir Names Politicians LINKED To Epstein List But Passes Before Publishing,"['Virginia Giuffre', 'Jeffrey Epstein', 'Prince Andrew', 'human trafficking', 'child abuse', 'Donald Trump', 'Galene Maxwell', 'Ron Eppinger', 'Trump', 'Epstein', 'Dubin family', 'celebrities', 'George Clooney', 'royal residence', 'false flag death']",15,"['virginia giuffre', 'jeffrey epstein', 'prince andrew', 'human trafficking', 'child abuse', 'donald trump', 'galene maxwell', 'ron eppinger', 'trump', 'epstein', 'dubin family', 'celebrities', 'george clooney', 'royal residence', 'false flag death']",0
fb72dbc1-ad0b-4743-a0c0-f771a015f26a,"Erin & Charissa on  Sideline Mishaps, Best Kelce Convo, Girl Dad Advice & Being a Plus One | EP 166","['NFL', 'football', 'stadiums', 'travel', 'games', 'Grinch', 'holiday', 'podcast', 'sports', 'role models', 'inspiration', 'athletes', 'Tom Rinaldi', 'news directing', 'sports broadcasting', 'NHL', 'Dallas Stars', 'Aaron Ward', 'broadcasting', 'traveling with friends', 'good travel partner', 'airport tips', 'Jason', 'Travis', 'Corissa', 'childhood', 'family', 'interviews', 'bad breath', 'sports', 'teammates', 'communication', 'relationships', 'men vs women']",34,"['nfl', 'football', 'stadiums', 'travel', 'games', 'grinch', 'holiday', 'podcast', 'sports', 'role models', 'inspiration', 'athletes', 'tom rinaldi', 'news directing', 'sports broadcasting', 'nhl', 'dallas stars', 'aaron ward', 'broadcasting', 'traveling with friends', 'good travel partner', 'airport tips', 'jason', 'travis', 'corissa', 'childhood', 'family', 'interviews', 'bad breath', 'teammates', 'communication', 'relationships', 'men vs women']",0
47233608-73f1-4baa-aaf5-660b5ba2286e,"Heights Hotline | The Best Thanksgiving Side Dish, Dry Ass Turkey & Is Halloween the New Christmas?","[""Reese's Oreo Cups"", 'KFC extra crispy chicken', 'Thanksgiving', 'turkey vs chicken', 'pumpkin pie', 'apple pie', 'The Grinch', 'James Austin Johnson', 'podcast', 'Holiday podcast', 'K-pop Demon Hunter soundtrack', 'Jonas Brothers']",12,"[""reese's oreo cups"", 'kfc extra crispy chicken', 'thanksgiving', 'turkey vs chicken', 'pumpkin pie', 'apple pie', 'the grinch', 'james austin johnson', 'podcast', 'holiday podcast', 'k-pop demon hunter soundtrack', 'jonas brothers']",1
b4b62ba7-0eb0-4de8-b3ea-35dc83d02120,INFAMOUS: The Murder of Amber Spradlin,"['true crime', 'murder', 'investigation', 'polygraph test', 'DNA evidence', 'trial preparations', 'civil suit', ""Roy's story"", 'Amber MacInnis', 'MK McKinney', 'Amber Spratlin', 'Amber McLaughlin', 'Prestonsburg', 'Kentucky State Police', 'Randy Woods', '9/11 call']",16,"['true crime', 'murder', 'investigation', 'polygraph test', 'dna evidence', 'trial preparations', 'civil suit', ""roy's story"", 'amber macinnis', 'mk mckinney', 'amber spratlin', 'amber mclaughlin', 'prestonsburg', 'kentucky state police', 'randy woods', '9/11 call']",0
6c83ea23-ff45-4aee-87b7-400601b3b9c9,Inside 'The Morgue' at The New York Times,"['New York Times', 'morgue', 'old stories', 'photographs', 'clippings', 'journalism', 'news']",7,"['new york times', 'morgue', 'old stories', 'photographs', 'clippings', 'journalism', 'news']",0
dca64b43-fcf9-4861-8b2c-6abb3b1f002f,Introducing: Something About Cari,"['Dateline', 'Kerry Rennie', 'text message stalking', 'investigative journalism', 'true crime', 'mental health', 'law enforcement']",7,"['dateline', 'kerry rennie', 'text message stalking', 'investigative journalism', 'true crime', 'mental health', 'law enforcement']",0
fca344c2-560c-40f0-9a3d-261210f1c5d4,MISSING: Zelig Williams,"['Zellig', 'disappearance', 'investigation', 'conversion therapy', 'park', 'naked', 'dancing', 'Ranger', 'missing person case']",9,"['zellig', 'disappearance', 'investigation', 'conversion therapy', 'park', 'naked', 'dancing', 'ranger', 'missing person case']",0
df74e6ee-6875-472d-ae85-c75918432abf,"Mom Tries To Kill Husband For ""Justice"" But People Think She Made The WHOLE Story Up For Custody","['funeral', 'divorce', 'lawsuit', 'Angie Solomon', 'Aaron Solomon', 'custody battle', ""judge's behavior"", 'questionable bias', 'Angie', 'Aaron', 'abusive relationship', 'toxic abuse', ""Grant's death"", '911 call', 'funeral speech', 'Grant Solomon', 'sexual abuse', 'Gracie', 'victimhood', 'belief', 'hypothetical scenarios']",21,"['funeral', 'divorce', 'lawsuit', 'angie solomon', 'aaron solomon', 'custody battle', ""judge's behavior"", 'questionable bias', 'angie', 'aaron', 'abusive relationship', 'toxic abuse', ""grant's death"", '911 call', 'funeral speech', 'grant solomon', 'sexual abuse', 'gracie', 'victimhood', 'belief', 'hypothetical scenarios']",0
1bb875f3-b120-42eb-b851-d0a9bf048087,MURDERED: Linda Sherman,"['investigation', 'evidence manipulation', 'staged scene', 'missing person', 'polygraph test', 'divorce', 'murder', 'DNA evidence', 'crime scene investigation', 'self-defense classes', 'true crime']",11,"['investigation', 'evidence manipulation', 'staged scene', 'missing person', 'polygraph test', 'divorce', 'murder', 'dna evidence', 'crime scene investigation', 'self-defense classes', 'true crime']",0
a1f27747-cb62-475f-b70b-0a394c252ff4,Raising the Dead,"['DNA', 'murder', 'investigation', 'true crime', 'Wyawika', 'Wisconsin', 'crime scene', 'suspect', 'eyewitness testimony', 'wrongful conviction']",10,"['dna', 'murder', 'investigation', 'true crime', 'wyawika', 'wisconsin', 'crime scene', 'suspect', 'eyewitness testimony', 'wrongful conviction']",0
b636293b-af64-4749-bd19-4ba5d7b3d784,"""RE-RELEASE: Jenny Slate""","['Massachusetts', 'small town', 'general store', 'internet issues', 'peninsula life', 'cleaning', 'organization', 'weed', 'CPD', 'fear', 'performing live', 'stage fright', 'stop motion animation', 'Marcel the Shell', 'improv', 'voiceover', 'film production', 'Smartless', 'comedy', 'entertainment', 'food', 'energy', 'movies']",23,"['massachusetts', 'small town', 'general store', 'internet issues', 'peninsula life', 'cleaning', 'organization', 'weed', 'cpd', 'fear', 'performing live', 'stage fright', 'stop motion animation', 'marcel the shell', 'improv', 'voiceover', 'film production', 'smartless', 'comedy', 'entertainment', 'food', 'energy', 'movies']",0
2c926031-5c8e-4670-ae56-11d6ac6c6bd3,"Shay Mitchell: Let Him Go, You Deserve Better (FBF)","['LGBTQ+', 'representation', 'media training', 'trust', 'communication', 'relationships', 'loyalty', 'self-reflection', 'postpartum', 'identity crisis', 'independence', 'motherhood', 'manifesting', 'confidence', 'friendships', 'boundaries', 'social media', 'public displays of affection', 'self-empowerment', 'individuality', 'authenticity', 'femininity', 'fragrance', 'Sephora']",24,"['lgbtq+', 'representation', 'media training', 'trust', 'communication', 'relationships', 'loyalty', 'self-reflection', 'postpartum', 'identity crisis', 'independence', 'motherhood', 'manifesting', 'confidence', 'friendships', 'boundaries', 'social media', 'public displays of affection', 'self-empowerment', 'individuality', 'authenticity', 'femininity', 'fragrance', 'sephora']",0
efae2aa9-d256-4f0c-9bfa-2fcd1ac1da89,Stassi Schroeder: A Proud Basic B*tch (FBF),"['pregnancy', 'relationships', 'self-care', 'manifesting', 'goal-achieving', 'responsibility', 'trend-following', 'basic', 'chuggy', 'cringe', 'Eve St. Laurent', 'fragrance', 'scandal balls', 'hate Tom', 'confident', 'online harassment', 'dark passingering', 'dating', 'communication styles', 'toxic relationships', 'healthy relationships', 'sobriety', 'touring', 'parenting', 'mental health', 'performing live shows']",26,"['pregnancy', 'relationships', 'self-care', 'manifesting', 'goal-achieving', 'responsibility', 'trend-following', 'basic', 'chuggy', 'cringe', 'eve st. laurent', 'fragrance', 'scandal balls', 'hate tom', 'confident', 'online harassment', 'dark passingering', 'dating', 'communication styles', 'toxic relationships', 'healthy relationships', 'sobriety', 'touring', 'parenting', 'mental health', 'performing live shows']",0
e1a8d80f-58ca-4108-8a37-57a83ae06e21,Sunday Special: Gifting Books for the Holidays,"['books', 'reading', 'gift ideas', 'book recommendations', 'cozy mysteries', 'high school reading list', 'reading challenge', 'quiz', 'contestants', 'topics']",10,"['books', 'reading', 'gift ideas', 'book recommendations', 'cozy mysteries', 'high school reading list', 'reading challenge', 'quiz', 'contestants', 'topics']",1
0bc477da-f533-4d92-9350-eab0d2c1e274,Talking Dateline: Raising the Dead,"['Gilgo Beach', 'familial DNA analysis', 'investigative journalism', 'crime scene investigation', 'Dateline', 'Talking Dateline', 'Keith Morrison', 'Something About Carrie', 'witness testimony', 'mystery detail', 'trial']",11,"['gilgo beach', 'familial dna analysis', 'investigative journalism', 'crime scene investigation', 'dateline', 'talking dateline', 'keith morrison', 'something about carrie', 'witness testimony', 'mystery detail', 'trial']",0
8475b9a1-84c3-42d5-976d-15c06d466099,#2418 - Chris Williamson,"['conviction', 'climate change', 'social media', 'screen time', 'IOC', 'Caliph', 'Gold Medal', 'Anthony Joshua', 'Jake Paul', 'boxing', 'hypnosis', 'suggestion', 'brain chemistry', 'dopamine', 'Phil Mickelson', 'golf', 'success', 'emptiness', 'Dave Chappelle', ""Chappelle's Show"", 'stand-up comedy', 'Netflix specials', 'comedy', 'creativity', 'competition', 'passion', 'entertainment', 'AI-generated content', 'music industry', 'podcasting', 'technology enabled nepotism', 'mental health']",32,"['conviction', 'climate change', 'social media', 'screen time', 'ioc', 'caliph', 'gold medal', 'anthony joshua', 'jake paul', 'boxing', 'hypnosis', 'suggestion', 'brain chemistry', 'dopamine', 'phil mickelson', 'golf', 'success', 'emptiness', 'dave chappelle', ""chappelle's show"", 'stand-up comedy', 'netflix specials', 'comedy', 'creativity', 'competition', 'passion', 'entertainment', 'ai-generated content', 'music industry', 'podcasting', 'technology enabled nepotism', 'mental health']",0
18279a74-6f0a-4470-8d2f-fcf775377cf2,#2419 - John Lisle,"['conspiracy theories', 'MK Ultra', 'LSD', 'CIA', 'mind control', 'psychological trauma', 'independent journalism', 'cognitive dissonance', 'cults', 'mind control techniques', 'technology', 'anxiety', 'research', 'discovery']",14,"['conspiracy theories', 'mk ultra', 'lsd', 'cia', 'mind control', 'psychological trauma', 'independent journalism', 'cognitive dissonance', 'cults', 'mind control techniques', 'technology', 'anxiety', 'research', 'discovery']",0
ddbdb4db-c85d-4620-99d2-55ff143b1e12,#2420 - Chris Masterjohn,"['creatine', 'energy metabolism', 'vision', 'mitochondria', 'methylene blue', 'antidepressants', 'nutrition', 'sunlight', 'exercise', 'immune function', 'physical activity', 'disease prevention', 'injury prevention', 'CoQ10', 'supplements', 'heart disease', 'blood pressure', 'glucose insulin', 'seed oils', 'randomized control trials', 'health effects', 'long-term studies', 'grants cycle', 'cooking oils', 'cholesterol', 'thyroid hormone', 'iodine deficiency', 'goiter', 'glutathion', 'semen', 'antioxidants', 'Natokinase', 'atherosclerosis', 'food first', 'heart disease prevention', 'online presence', 'social media', 'newsletter', 'mitochondrial testing']",39,"['creatine', 'energy metabolism', 'vision', 'mitochondria', 'methylene blue', 'antidepressants', 'nutrition', 'sunlight', 'exercise', 'immune function', 'physical activity', 'disease prevention', 'injury prevention', 'coq10', 'supplements', 'heart disease', 'blood pressure', 'glucose insulin', 'seed oils', 'randomized control trials', 'health effects', 'long-term studies', 'grants cycle', 'cooking oils', 'cholesterol', 'thyroid hormone', 'iodine deficiency', 'goiter', 'glutathion', 'semen', 'antioxidants', 'natokinase', 'atherosclerosis', 'food first', 'heart disease prevention', 'online presence', 'social media', 'newsletter', 'mitochondrial testing']",0
b5faa887-273a-4a78-bc44-daf39114a779,"#484 – Dan Houser: GTA, Red Dead Redemption, Rockstar, Absurd & Future of Gaming","['game design', 'open world games', 'narrative-driven storytelling', 'character development', 'freedom and structure', 'AI', 'utopia', 'humanity', 'flaws', 'good and evil', 'morality', 'video game development', 'Rockstar Games', 'American culture', 'satire', 'politics', 'Red Dead Redemption', 'Grand Theft Auto IV', 'True Romance', 'Apocalypse Now', 'Platoon', 'Tony Scott', 'GTA-4', 'writing dialogue', 'motion capture', 'Dan Houser', 'life advice', 'creativity', 'career choices', 'random education', 'STEM subjects', 'love as a creative force', 'existentialism']",33,"['game design', 'open world games', 'narrative-driven storytelling', 'character development', 'freedom and structure', 'ai', 'utopia', 'humanity', 'flaws', 'good and evil', 'morality', 'video game development', 'rockstar games', 'american culture', 'satire', 'politics', 'red dead redemption', 'grand theft auto iv', 'true romance', 'apocalypse now', 'platoon', 'tony scott', 'gta-4', 'writing dialogue', 'motion capture', 'dan houser', 'life advice', 'creativity', 'career choices', 'random education', 'stem subjects', 'love as a creative force', 'existentialism']",0
92fdaf1d-e439-4497-9881-6d091e59ebb7,"#485 – David Kirtley: Nuclear Fusion, Plasma Physics, and the Future of Energy","['fusion', 'nuclear power', 'energy production', 'strong nuclear force', 'emagnetic repulsion', 'magnetoinertial fusion', 'fission', 'plasma', 'magnetic field', 'electrical current', 'Fermi Paradox', 'Advanced Civilizations', 'Human Intellect', 'AI']",14,"['fusion', 'nuclear power', 'energy production', 'strong nuclear force', 'emagnetic repulsion', 'magnetoinertial fusion', 'fission', 'plasma', 'magnetic field', 'electrical current', 'fermi paradox', 'advanced civilizations', 'human intellect', 'ai']",1
0d420e57-c9f8-4136-a00d-6ce03c13e53f,#486 – Michael Levin: Hidden Reality of Alien Intelligence & Biological Life,"['AI', 'intelligence', 'consciousness', 'agency', 'philosophy of mind', 'cognitive science', 'life', 'biology', 'psychiatry', 'mathematics']",10,"['ai', 'intelligence', 'consciousness', 'agency', 'philosophy of mind', 'cognitive science', 'life', 'biology', 'psychiatry', 'mathematics']",1
